"","B1PAGE_M2","B1PRSEX","B1PD1","B1PD2","B1PD14","B1PD15","B1SNEGFW","TROUBLE","B1SQ1"
"3760",38,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3761",72,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3762",54,"(2) Female","(2) No",NA,NA,NA,4,NA,6
"3763",65,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3764",57,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"3765",36,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3766",56,"(1) Male","(1) Yes","(13) Other (specify)",52,3,7,"Once or a few times",7
"3767",46,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3768",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3769",40,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3770",51,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3771",68,"(2) Female","(1) Yes","(13) Other (specify)",52,2,10,"Never",9
"3772",49,"(1) Male","(2) No",NA,NA,NA,9,"Once or a few times",8
"3773",61,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"3774",41,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3775",58,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3776",58,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",9
"3777",58,"(2) Female","(1) Yes","(06) Mother",NA,NA,4,"Never",10
"3778",41,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3779",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3780",38,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3781",46,"(2) Female","(1) Yes","(10) Grandmother",3,5,10,"Once or a few times",9
"3782",64,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"3783",66,"(2) Female","(1) Yes","(04) Daughter",4,10,4,NA,10
"3784",73,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3785",65,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",9
"3786",38,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3787",54,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3788",61,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"3789",44,"(2) Female","(2) No",NA,NA,NA,4,"Never",8
"3790",55,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3791",63,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"3792",37,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"3793",59,"(1) Male","(2) No",NA,NA,NA,6,"Once or a few times",7
"3794",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3795",35,"(1) Male","(2) No",NA,NA,NA,9,NA,6
"3796",35,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",8
"3797",39,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3798",72,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3799",54,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"3800",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"3801",59,"(1) Male","(1) Yes","(12) Mother-in-law",52,10,NA,NA,NA
"3802",60,"(1) Male","(2) No",NA,NA,NA,6,"Never",9
"3803",39,"(2) Female","(2) No",NA,NA,NA,11,"Never",8
"3804",54,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3805",67,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"3806",52,"(2) Female","(2) No",NA,NA,NA,NA,NA,7
"3807",60,"(1) Male","(2) No",NA,NA,NA,4,NA,7
"3808",78,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3809",51,"(2) Female","(2) No",NA,NA,NA,8,NA,5
"3810",69,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"3811",50,"(1) Male","(2) No",NA,NA,NA,8,NA,5
"3812",60,"(1) Male","(1) Yes","(12) Mother-in-law",0,0,8,"Never",8
"3813",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3814",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3815",58,"(2) Female","(1) Yes","(08) Sister",52,3,4,"Never",8
"3816",70,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3817",59,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3818",54,"(1) Male","(2) No",NA,NA,NA,13,"Once or a few times",5
"3819",40,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"3820",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3821",51,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"3822",54,"(2) Female","(2) No",NA,NA,NA,8,NA,10
"3823",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3824",56,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3825",53,"(2) Female","(1) Yes","(05) Father",8,40,9,"Most or all of the time",5
"3826",61,"(1) Male","(1) Yes","(06) Mother",52,4,NA,"Never",10
"3827",58,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"3828",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"3829",66,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3830",53,"(2) Female","(1) Yes","(13) Other (specify)",52,36,7,"Once or a few times",9
"3831",61,"(1) Male","(2) No",NA,NA,NA,6,"Never",5
"3832",55,"(1) Male",NA,NA,NA,NA,9,NA,5
"3833",44,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3834",59,"(2) Female","(1) Yes","(06) Mother",52,10,9,"Never",8
"3835",45,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",9
"3836",81,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3837",71,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"3838",34,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3839",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,8
"3840",79,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"3841",48,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3842",34,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",7
"3843",56,"(2) Female","(2) No",NA,NA,NA,8,"Most or all of the time",8
"3844",43,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",8
"3845",44,"(2) Female","(1) Yes","(06) Mother",26,2,4,"Never",10
"3846",47,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"3847",36,"(2) Female","(1) Yes","(06) Mother",2,14,12,"Never",9
"3848",47,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"3849",65,"(2) Female","(2) No",NA,NA,NA,6,"Once or a few times",8
"3850",59,"(2) Female","(1) Yes","(13) Other (specify)",24,14,9,NA,7
"3851",61,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"3852",69,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3853",43,"(1) Male","(2) No",NA,NA,NA,7,NA,7
"3854",40,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",8
"3855",49,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",9
"3856",50,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3857",61,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3858",41,"(2) Female","(1) Yes","(03) Son",42,NA,NA,NA,NA
"3859",55,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3860",36,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"3861",47,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3862",67,"(2) Female","(1) Yes","(01) Husband",52,1,NA,"Never",10
"3863",69,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"3864",54,"(1) Male","(2) No",NA,NA,NA,4,NA,8
"3865",45,"(1) Male","(1) Yes","(13) Other (specify)",4,7,7,"Once or a few times",NA
"3866",45,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"3867",47,"(1) Male","(1) Yes","(13) Other (specify)",8,20,11,"Most or all of the time",7
"3868",63,"(2) Female","(1) Yes","(06) Mother",28,5,5,NA,8
"3869",68,"(1) Male","(2) No",NA,NA,NA,NA,NA,4
"3870",51,"(2) Female","(2) No",NA,NA,NA,9,"Most or all of the time",7
"3871",44,"(2) Female","(1) Yes","(13) Other (specify)",52,5,NA,NA,NA
"3872",46,"(1) Male","(1) Yes","(06) Mother",45,5,NA,NA,NA
"3873",58,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"3874",61,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3875",44,"(1) Male","(2) No",NA,NA,NA,8,"Most or all of the time",7
"3876",51,"(1) Male","(1) Yes","(13) Other (specify)",3,0,7,"Never",7
"3877",37,"(2) Female","(2) No",NA,NA,NA,10,"Most or all of the time",6
"3878",55,"(2) Female","(2) No",NA,NA,NA,7,"Once or a few times",7
"3879",82,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"3880",44,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3881",64,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3882",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3883",68,"(2) Female","(1) Yes","(04) Daughter",6,12,9,NA,7
"3884",42,"(1) Male","(2) No",NA,NA,NA,4,NA,7
"3885",79,"(1) Male","(2) No",NA,NA,NA,NA,NA,10
"3886",59,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",6
"3887",57,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3888",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3889",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3890",75,"(2) Female","(1) Yes","(01) Husband",52,6,NA,"Never",7
"3891",34,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3892",78,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"3893",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3894",63,"(1) Male","(1) Yes","(12) Mother-in-law",18,96,NA,"Once or a few times",10
"3895",40,"(2) Female","(1) Yes","(05) Father",4,8,NA,NA,NA
"3896",40,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"3897",65,"(2) Female","(2) No",NA,NA,NA,5,"Never",10
"3898",37,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3899",41,"(1) Male","(2) No",NA,NA,NA,13,"Once or a few times",6
"3900",51,"(1) Male","(2) No",NA,NA,NA,9,NA,8
"3901",54,"(2) Female","(2) No",NA,NA,NA,13,NA,8
"3902",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3903",62,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3904",45,"(2) Female","(1) Yes","(12) Mother-in-law",52,4,12,"Once or a few times",9
"3905",42,"(2) Female","(2) No",NA,NA,NA,5,"Never",7
"3906",39,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3907",46,"(2) Female","(2) No",NA,NA,NA,4,"Never",10
"3908",50,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3909",53,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",5
"3910",40,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"3911",79,"(2) Female","(2) No",NA,NA,NA,NA,"Never",6
"3912",67,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3913",45,"(2) Female","(1) Yes","(05) Father",4,10,5,"Never",10
"3914",35,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3915",55,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"3916",80,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",10
"3917",40,"(2) Female","(1) Yes","(06) Mother",52,10,NA,NA,NA
"3918",49,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3919",51,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"3920",35,"(2) Female","(2) No",NA,NA,NA,13,"Most or all of the time",6
"3921",53,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3922",43,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"3923",65,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"3924",41,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"3925",70,"(1) Male","(2) No",NA,NA,NA,NA,NA,6
"3926",53,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",6
"3927",54,"(2) Female","(1) Yes","(13) Other (specify)",24,2,NA,NA,8
"3928",60,"(2) Female","(1) Yes","(06) Mother",52,8,11,NA,9
"3929",73,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"3930",72,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3931",58,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"3932",73,"(1) Male","(2) No",NA,NA,NA,NA,NA,7
"3933",55,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3934",66,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3935",48,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3936",51,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3937",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"3938",75,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3939",52,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"3940",77,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"3941",42,"(2) Female","(1) Yes","(06) Mother",52,8,11,"Once or a few times",9
"3942",75,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",9
"3943",40,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3944",45,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3945",62,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3946",39,"(2) Female","(1) Yes","(01) Husband",52,4,9,"Once or a few times",5
"3947",63,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3948",74,"(2) Female","(1) Yes","(01) Husband",12,96,NA,"Never",10
"3949",54,"(1) Male","(1) Yes","(02) Wife",24,50,NA,"Never",7
"3950",78,"(1) Male","(2) No",NA,NA,NA,7,"Never",10
"3951",40,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3952",64,"(1) Male","(2) No",NA,NA,NA,11,"Never",10
"3953",59,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",10
"3954",74,"(2) Female","(2) No",NA,NA,NA,5,"Never",6
"3955",36,"(1) Male","(2) No",NA,NA,NA,9,NA,6
"3956",35,"(2) Female","(2) No",NA,NA,NA,4,NA,8
"3957",54,"(2) Female","(2) No",NA,NA,NA,6,NA,8
"3958",66,"(2) Female","(1) Yes","(06) Mother",36,4,NA,"Once or a few times",7
"3959",49,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"3960",35,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3961",60,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"3962",46,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",9
"3963",78,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"3964",51,"(1) Male","(1) Yes","(06) Mother",52,NA,NA,"Once or a few times",6
"3965",43,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",10
"3966",76,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3967",42,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"3968",58,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"3969",40,"(1) Male","(2) No",NA,NA,NA,5,"Never",10
"3970",45,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"3971",43,"(1) Male","(2) No",NA,NA,NA,6,"Never",10
"3972",57,"(2) Female","(2) No",NA,NA,NA,9,NA,7
"3973",52,"(1) Male","(2) No",NA,NA,NA,8,"Never",7
"3974",45,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"3975",59,"(1) Male","(1) Yes","(11) Father-in-law",16,6,NA,NA,NA
"3976",54,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3977",53,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",8
"3978",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",NA
"3979",35,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",7
"3980",47,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"3981",58,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"3982",49,"(1) Male","(1) Yes","(06) Mother",52,4,9,"Most or all of the time",7
"3983",65,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
"3984",37,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"3985",41,"(1) Male","(2) No",NA,NA,NA,9,"Never",8
"3986",38,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",6
"3987",66,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"3988",37,"(2) Female","(2) No",NA,NA,NA,7,"Most or all of the time",8
"3989",48,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",7
"3990",51,"(2) Female","(1) Yes","(01) Husband",52,80,14,"Once or a few times",7
"3991",49,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",8
"3992",51,"(1) Male","(2) No",NA,NA,NA,NA,NA,5
"3993",46,"(2) Female","(2) No",NA,NA,NA,11,NA,5
"3994",49,"(1) Male","(2) No",NA,NA,NA,8,"Never",9
"3995",49,"(1) Male","(2) No",NA,NA,NA,7,"Once or a few times",7
"3996",42,"(2) Female","(1) Yes","(06) Mother",52,32,5,NA,8
"3997",45,"(1) Male","(2) No",NA,NA,NA,10,"Most or all of the time",6
"3998",77,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"3999",66,"(2) Female","(2) No",NA,NA,NA,8,NA,9
"4000",58,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"4001",62,"(2) Female","(1) Yes","(13) Other (specify)",4,13,10,"Never",8
"4002",82,"(2) Female","(2) No",NA,NA,NA,NA,"Never",4
"4003",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4004",43,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4005",60,"(2) Female","(2) No",NA,NA,NA,NA,"Once or a few times",6
"4006",47,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4007",57,"(1) Male","(2) No",NA,NA,NA,7,"Never",9
"4008",62,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"4009",44,"(2) Female","(2) No",NA,NA,NA,10,"Never",9
"4010",65,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"4011",43,"(2) Female","(2) No",NA,NA,NA,9,"Never",8
"4012",54,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",7
"4013",62,"(2) Female","(1) Yes","(01) Husband",12,12,7,"Once or a few times",9
"4014",54,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"4015",64,"(1) Male","(2) No",NA,NA,NA,4,"Never",9
"4016",45,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4017",41,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4018",56,"(1) Male","(2) No",NA,NA,NA,10,"Never",8
"4019",53,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"4020",73,"(1) Male","(1) Yes","(06) Mother",32,4,5,"Never",8
"4021",56,"(2) Female","(2) No",NA,NA,NA,11,"Never",NA
"4022",68,"(1) Male","(2) No",NA,NA,NA,4,NA,8
"4023",45,"(1) Male","(2) No",NA,NA,NA,10,"Once or a few times",8
"4024",65,"(2) Female","(2) No",NA,NA,NA,4,NA,9
"4025",63,"(1) Male","(2) No",NA,NA,NA,12,"Never",8
"4026",51,"(2) Female","(2) No",NA,NA,NA,8,NA,8
"4027",39,"(2) Female","(2) No",NA,NA,NA,10,"Never",7
"4028",57,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4029",49,"(2) Female","(1) Yes","(13) Other (specify)",2,NA,8,"Never",9
"4030",54,"(1) Male","(2) No",NA,NA,NA,6,NA,7
"4031",46,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"4032",60,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4033",49,"(1) Male","(2) No",NA,NA,NA,11,"Never",8
"4034",48,"(2) Female","(2) No",NA,NA,NA,9,"Never",10
"4035",72,"(2) Female","(1) Yes","(13) Other (specify)",52,15,NA,"Never",8
"4036",59,"(2) Female","(1) Yes","(01) Husband",52,NA,NA,NA,7
"4037",54,"(2) Female","(2) No",NA,NA,NA,NA,NA,2
"4038",55,"(1) Male","(2) No",NA,NA,NA,12,"Once or a few times",7
"4039",46,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"4040",67,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",9
"4041",51,"(2) Female","(1) Yes","(06) Mother",3,8,8,NA,8
"4042",45,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"4043",69,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4044",39,"(2) Female","(2) No",NA,NA,NA,7,NA,7
"4045",40,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4046",60,"(1) Male","(2) No",NA,NA,NA,NA,"Never",10
"4047",66,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4048",50,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4049",56,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4050",65,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4051",35,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"4052",36,"(2) Female","(2) No",NA,NA,NA,15,"Once or a few times",6
"4053",45,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",6
"4054",71,"(2) Female","(2) No",NA,NA,NA,NA,"Most or all of the time",9
"4055",72,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4056",48,"(1) Male","(1) Yes","(06) Mother",3,30,10,"Once or a few times",9
"4057",57,"(2) Female","(2) No",NA,NA,NA,6,"Never",10
"4058",50,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"4059",55,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4060",43,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"4061",40,"(2) Female","(2) No",NA,NA,NA,NA,"Never",10
"4062",45,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"4063",46,"(2) Female","(2) No",NA,NA,NA,11,"Once or a few times",7
"4064",45,"(1) Male","(2) No",NA,NA,NA,8,NA,6
"4065",68,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4066",67,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4067",35,"(2) Female","(2) No",NA,NA,NA,8,"Never",7
"4068",55,"(2) Female","(1) Yes","(08) Sister",NA,NA,10,NA,5
"4069",47,"(1) Male","(2) No",NA,NA,NA,12,"Most or all of the time",7
"4070",40,"(1) Male","(2) No",NA,NA,NA,9,NA,3
"4071",51,"(2) Female","(2) No",NA,NA,NA,8,"Once or a few times",7
"4072",57,"(2) Female","(2) No",NA,NA,NA,4,NA,7
"4073",65,"(2) Female","(2) No",NA,NA,NA,7,"Never",10
"4074",49,"(1) Male","(2) No",NA,NA,NA,8,NA,8
"4075",40,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"4076",72,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",9
"4077",77,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4078",71,"(1) Male","(2) No",NA,NA,NA,NA,NA,6
"4079",49,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"4080",65,"(1) Male","(2) No",NA,NA,NA,NA,NA,9
"4081",57,"(2) Female","(2) No",NA,NA,NA,15,"Never",8
"4082",62,"(1) Male","(2) No",NA,NA,NA,8,"Once or a few times",7
"4083",48,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4084",39,"(2) Female","(2) No",NA,NA,NA,NA,NA,10
"4085",70,"(1) Male","(2) No",NA,NA,NA,4,"Never",8
"4086",80,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4087",76,"(1) Male","(2) No",NA,NA,NA,NA,"Never",8
"4088",67,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4089",66,"(1) Male","(2) No",NA,NA,NA,4,"Once or a few times",8
"4090",62,"(2) Female","(2) No",NA,NA,NA,8,NA,7
"4091",67,"(2) Female","(2) No",NA,NA,NA,NA,NA,NA
"4092",50,"(2) Female","(2) No",NA,NA,NA,9,"Once or a few times",7
"4093",43,"(2) Female","(1) Yes","(01) Husband",20,20,9,"Once or a few times",5
"4094",69,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4095",67,"(2) Female","(1) Yes","(06) Mother",NA,NA,NA,"Never",9
"4096",44,"(2) Female","(2) No",NA,NA,NA,9,"Never",9
"4097",45,"(2) Female","(2) No",NA,NA,NA,10,"Once or a few times",7
"4098",59,"(1) Male","(2) No",NA,NA,NA,6,"Never",8
"4099",51,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"4100",75,"(1) Male","(2) No",NA,NA,NA,9,"Never",9
"4101",35,"(1) Male","(2) No",NA,NA,NA,8,"Never",8
"4102",45,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4103",41,"(2) Female","(2) No",NA,NA,NA,NA,"Never",5
"4104",48,"(1) Male","(2) No",NA,NA,NA,5,"Once or a few times",9
"4105",50,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"4106",55,"(2) Female","(1) Yes","(05) Father",13,3,NA,NA,NA
"4107",64,"(2) Female","(2) No",NA,NA,NA,7,"Never",9
"4108",34,"(1) Male","(2) No",NA,NA,NA,8,NA,7
"4109",72,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"4110",69,"(2) Female","(2) No",NA,NA,NA,4,"Never",9
"4111",80,"(2) Female","(2) No",NA,NA,NA,8,"Never",6
"4112",67,"(2) Female","(2) No",NA,NA,NA,8,"Never",8
"4113",64,"(2) Female","(2) No",NA,NA,NA,10,NA,7
"4114",44,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",7
"4115",73,"(2) Female","(2) No",NA,NA,NA,NA,"Never",8
"4116",59,"(1) Male","(2) No",NA,NA,NA,NA,"Never",7
"4117",35,"(2) Female","(2) No",NA,NA,NA,6,"Never",9
"4118",53,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",7
"4119",50,"(1) Male","(2) No",NA,NA,NA,5,"Never",9
"4120",81,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4121",36,"(1) Male","(2) No",NA,NA,NA,11,"Once or a few times",8
"4122",73,"(1) Male","(2) No",NA,NA,NA,NA,"Never",9
"4123",43,"(2) Female","(2) No",NA,NA,NA,8,"Never",9
"4124",83,"(2) Female","(2) No",NA,NA,NA,NA,NA,8
"4125",74,"(2) Female","(2) No",NA,NA,NA,NA,NA,5
"4126",52,"(1) Male","(2) No",NA,NA,NA,10,NA,7
"4127",66,"(1) Male","(2) No",NA,NA,NA,NA,"Once or a few times",9
"4128",52,"(2) Female","(1) Yes","(13) Other (specify)",8,20,10,"Never",8
"4129",49,"(1) Male","(2) No",NA,NA,NA,4,NA,3
"4130",45,"(2) Female","(2) No",NA,NA,NA,NA,"Never",9
"4131",72,"(2) Female","(1) Yes","(01) Husband",4,66,NA,"Never",10
"4132",48,"(1) Male","(2) No",NA,NA,NA,NA,NA,NA
"4133",68,"(2) Female","(1) Yes","(04) Daughter",26,10,13,NA,8
"4134",67,"(2) Female","(1) Yes","(01) Husband",8,80,NA,"Once or a few times",8
"4135",60,"(1) Male","(2) No",NA,NA,NA,7,"Never",8
