"","V201231x","V201507x","V201600","V201549x","V202468x","V202543","V202557","V202576","V201200","V202452"
"6286",7,50,1,3,10,-6,-6,-6,7,-6
"6287",7,-9,1,1,2,-1,1,-1,99,4
"6288",3,71,2,1,1,5,2,-1,4,3
"6289",6,37,2,2,10,5,2,-1,3,3
"6290",1,38,1,4,18,-1,1,-1,2,2
"6291",5,44,2,1,2,5,1,-1,6,3
"6292",5,37,2,1,21,4,1,-1,6,3
"6293",7,50,1,1,1,4,1,-1,6,3
"6294",3,45,1,1,10,-1,1,-1,4,2
"6295",1,41,2,3,14,-6,-6,-6,2,-6
"6296",7,-9,2,1,4,-1,1,-1,1,2
"6297",1,73,1,1,5,-1,2,-1,1,3
"6298",2,23,2,2,1,1,1,-1,99,2
"6299",1,59,1,3,4,-1,2,-1,4,2
"6300",-9,-9,-9,-9,-9,-1,-9,-1,99,-9
"6301",2,39,2,1,22,-6,-6,-6,3,-6
"6302",5,67,2,1,8,5,2,-1,99,4
"6303",6,46,1,1,18,5,2,-1,99,5
"6304",4,67,1,1,3,5,2,-1,4,3
"6305",7,54,2,1,1,4,1,-1,6,5
"6306",2,59,2,1,7,5,1,-1,4,3
"6307",2,80,1,1,19,4,2,-1,4,4
"6308",3,26,2,1,10,-1,1,-1,2,4
"6309",2,18,2,2,1,-1,2,-1,4,3
"6310",7,62,1,1,22,-6,-6,-6,6,-6
"6311",1,37,2,1,17,5,2,-1,2,2
"6312",1,32,1,2,9,-1,2,-1,2,1
"6313",7,54,1,1,13,-1,2,-1,4,3
"6314",3,34,2,1,3,-7,-7,-7,3,-7
"6315",7,60,1,1,11,-1,1,-1,99,2
"6316",7,74,1,1,17,5,1,-1,6,2
"6317",4,34,1,-9,10,5,2,-1,3,4
"6318",7,62,1,1,14,-1,1,-1,6,4
"6319",7,36,2,1,6,-1,2,-1,99,3
"6320",1,44,2,1,17,4,2,-1,4,1
"6321",3,57,1,1,12,5,1,-1,4,2
"6322",3,74,2,1,2,5,1,-1,99,4
"6323",3,44,1,2,4,-1,1,-1,2,3
"6324",2,45,2,1,1,-1,2,-1,99,4
"6325",3,30,2,1,16,5,1,-1,3,3
"6326",3,24,1,1,10,4,1,-1,3,1
"6327",4,63,2,1,14,5,2,-1,5,4
"6328",7,66,2,1,16,5,1,-1,6,2
"6329",5,54,2,5,3,-1,1,-1,2,3
"6330",1,75,1,1,18,5,2,-1,2,1
"6331",3,31,1,1,15,5,2,-1,99,3
"6332",1,58,2,1,-9,-5,-5,-5,3,-5
"6333",6,45,1,1,21,4,1,-1,6,3
"6334",1,74,1,6,9,-1,1,-1,4,1
"6335",1,29,1,1,13,-1,2,-1,2,2
"6336",1,32,2,1,18,5,2,-1,2,2
"6337",3,35,1,1,3,3,1,-1,99,1
"6338",3,63,1,1,4,-1,2,-1,3,4
"6339",6,32,1,6,2,-6,-6,-6,5,-6
"6340",1,35,2,2,8,-6,-6,-6,99,-6
"6341",1,68,2,1,15,4,2,-1,2,2
"6342",5,31,1,1,10,5,2,-1,6,3
"6343",3,50,1,1,15,4,2,-1,1,1
"6344",5,77,1,1,13,5,2,-1,5,2
"6345",2,41,1,4,21,-1,1,-1,99,4
"6346",3,37,1,1,8,-1,2,-1,3,1
"6347",6,50,1,2,8,5,1,-1,4,3
"6348",4,40,2,1,12,5,1,-1,4,1
"6349",3,35,2,1,17,4,2,-1,4,2
"6350",5,25,1,1,19,5,2,-1,4,5
"6351",1,30,2,1,20,5,2,-1,2,3
"6352",7,65,2,1,-9,-6,-6,-6,99,-6
"6353",1,68,2,2,6,4,1,-1,99,1
"6354",3,53,2,1,7,-6,-6,-6,4,-6
"6355",5,78,2,1,10,5,2,-1,4,4
"6356",2,40,1,1,15,4,2,-1,2,2
"6357",7,47,1,1,22,-1,1,-1,7,4
"6358",3,44,1,1,18,-6,-6,-6,4,-6
"6359",7,66,2,1,14,5,2,-1,6,2
"6360",2,76,1,1,5,5,2,-1,99,3
"6361",2,67,1,1,17,-6,-6,-6,4,-6
"6362",4,-9,2,5,5,-1,1,-1,4,1
"6363",3,68,1,1,20,-1,2,-1,2,2
"6364",1,76,2,3,17,5,1,-1,99,1
"6365",6,64,2,3,4,-1,1,-1,6,2
"6366",3,29,2,1,4,5,1,-1,2,3
"6367",4,44,1,3,13,-5,-5,-5,4,4
"6368",4,36,2,1,7,5,1,-1,99,4
"6369",7,52,2,1,1,2,1,-1,99,2
"6370",2,33,1,3,22,-5,-5,-5,5,-5
"6371",6,51,2,1,5,5,2,-1,3,5
"6372",1,25,2,3,1,5,1,-1,99,5
"6373",6,66,2,1,10,5,1,-1,6,4
"6374",1,38,1,2,20,-6,-6,-6,3,-6
"6375",6,42,1,3,18,5,1,-1,6,3
"6376",7,65,1,1,5,1,1,-1,7,4
"6377",-9,55,2,1,13,5,2,-1,99,2
"6378",3,20,2,1,1,2,1,-1,3,1
"6379",4,75,1,1,18,5,1,-1,4,2
"6380",3,26,2,2,2,4,1,-1,4,1
"6381",5,36,2,1,16,4,1,-1,7,1
"6382",2,34,2,6,6,4,1,-1,4,3
"6383",2,39,2,1,14,5,2,-1,3,4
"6384",7,21,2,3,14,5,2,-1,6,5
"6385",1,38,2,1,19,5,2,-1,2,2
"6386",1,34,1,1,3,-6,-6,-6,2,-6
"6387",2,67,1,1,19,5,2,-1,99,3
"6388",4,63,1,5,7,-1,1,-1,99,5
"6389",6,41,1,2,1,5,1,-1,5,2
"6390",3,75,1,1,5,-6,-6,-6,3,-6
"6391",1,68,2,1,17,5,2,-1,2,1
"6392",1,73,2,1,5,-1,2,-1,3,2
"6393",4,20,1,3,4,5,-9,-1,99,3
"6394",2,31,2,1,7,4,2,-1,2,2
"6395",3,34,2,6,12,5,1,-1,3,1
"6396",7,32,2,3,8,4,1,-1,5,4
"6397",4,50,2,4,20,-1,2,-1,2,3
"6398",4,-9,2,1,7,5,2,-1,4,3
"6399",7,33,1,3,16,5,1,-1,6,4
"6400",7,65,2,1,10,4,1,-1,7,3
"6401",7,71,2,1,14,5,2,-1,6,2
"6402",6,34,1,1,17,5,2,-1,99,3
"6403",2,54,1,1,8,5,1,-1,99,3
"6404",7,66,2,1,1,5,2,-1,4,3
"6405",4,44,1,1,4,-5,-5,-5,4,-5
"6406",7,52,1,1,4,-6,-6,-6,6,-6
"6407",1,70,2,2,2,-6,-6,-6,4,-6
"6408",2,34,2,1,8,5,1,-1,99,3
"6409",6,43,1,1,10,2,1,-1,6,5
"6410",4,36,2,3,1,5,1,-1,4,4
"6411",4,58,1,1,16,4,2,-1,4,3
"6412",2,-9,2,4,3,5,1,-1,4,4
"6413",2,75,2,1,9,-1,1,-1,4,3
"6414",4,53,2,1,3,5,1,-1,4,1
"6415",1,65,1,3,6,5,1,-1,4,3
"6416",2,52,2,2,18,-1,1,-1,99,3
"6417",2,35,1,1,16,-1,2,-1,2,3
"6418",7,63,1,1,8,-1,1,-1,99,5
"6419",5,28,1,1,8,4,1,-1,6,3
"6420",4,33,1,1,9,5,2,-1,3,4
"6421",7,57,2,1,6,4,1,-1,6,4
"6422",4,65,2,1,1,-6,-6,-6,99,-6
"6423",6,65,2,3,2,-5,-5,-5,2,-5
"6424",3,48,2,1,1,2,2,-1,99,1
"6425",3,25,2,2,14,4,1,-1,4,1
"6426",7,64,2,1,9,-1,1,-1,5,3
"6427",1,80,1,1,19,5,2,-1,4,2
"6428",2,49,2,2,1,-1,2,-1,1,3
"6429",1,67,1,1,18,-1,2,-1,4,3
"6430",3,59,1,1,20,-1,2,-1,4,2
"6431",7,39,1,1,20,5,2,-1,6,3
"6432",3,61,2,1,6,5,1,-1,4,2
"6433",4,40,2,1,16,-1,1,-1,99,4
"6434",6,52,2,1,4,4,2,-1,4,2
"6435",2,46,1,1,22,5,2,-1,4,3
"6436",7,51,2,1,15,3,1,-1,6,4
"6437",1,-9,2,1,11,4,2,-1,3,1
"6438",7,63,1,1,8,5,1,-1,7,3
"6439",6,31,1,3,17,4,1,-1,6,4
"6440",7,80,2,1,10,4,1,-1,6,2
"6441",7,80,2,3,6,2,1,-1,6,2
"6442",1,51,2,1,11,-1,2,-1,2,3
"6443",4,59,2,1,10,5,2,-1,5,4
"6444",1,55,2,3,17,-5,-5,-5,99,-5
"6445",7,29,2,1,15,-6,-6,-6,3,-6
"6446",3,20,2,2,7,-5,-5,-5,3,-5
"6447",1,80,1,4,1,-1,1,-1,99,4
"6448",6,47,1,1,18,5,2,-1,5,3
"6449",1,28,2,1,10,5,2,-1,3,2
"6450",7,48,1,1,15,4,1,-1,6,3
"6451",1,63,1,2,9,-1,1,-1,1,3
"6452",5,33,2,1,15,5,1,-1,99,1
"6453",1,55,2,1,20,5,2,-1,2,2
"6454",3,29,2,1,19,5,2,-1,2,2
"6455",7,51,1,5,10,-1,1,-1,4,3
"6456",6,38,2,3,20,-1,1,-1,5,2
"6457",7,-9,2,3,20,-6,-6,-6,6,-6
"6458",7,80,2,1,6,-1,1,-1,7,2
"6459",6,34,1,1,15,5,1,-1,4,3
"6460",2,43,1,1,11,-1,1,-1,3,3
"6461",6,41,1,1,19,5,1,-1,2,2
"6462",5,51,1,1,20,4,1,-1,5,3
"6463",7,58,1,1,3,2,1,-1,7,4
"6464",4,35,2,2,-5,-6,-6,-6,99,-6
"6465",6,55,2,1,20,4,2,-1,5,1
"6466",1,35,2,3,7,5,2,-1,2,1
"6467",3,38,2,3,1,4,2,-1,1,2
"6468",3,39,2,1,18,5,2,-1,4,2
"6469",7,39,2,3,16,4,1,-1,7,3
"6470",1,60,1,1,21,-1,1,-1,1,4
"6471",7,56,2,3,-9,5,1,-1,6,2
"6472",2,60,2,3,4,-6,-6,-6,99,-6
"6473",-9,-9,-9,-9,3,5,1,-1,99,2
"6474",2,32,2,4,17,5,1,-1,3,3
"6475",2,24,2,1,15,4,2,-1,2,1
"6476",4,42,2,1,14,5,1,-1,99,2
"6477",6,72,1,1,20,-1,2,-1,4,1
"6478",2,35,2,3,10,4,2,-1,2,2
"6479",7,-9,-9,-9,-9,4,1,-1,7,2
"6480",1,30,2,2,1,5,1,-1,4,1
"6481",7,60,2,1,21,5,1,-1,6,5
"6482",1,71,1,1,14,5,2,-1,4,2
"6483",2,63,1,1,8,5,2,-1,4,2
"6484",6,33,2,1,13,5,1,-1,6,3
"6485",7,27,2,1,1,-1,1,-1,7,5
"6486",7,44,2,1,16,4,1,-1,6,4
"6487",1,62,1,1,1,4,2,-1,1,2
"6488",7,80,1,1,6,-1,2,-1,6,3
"6489",3,63,1,2,1,5,1,-1,2,2
"6490",7,43,2,1,15,5,2,-1,7,3
"6491",7,78,1,1,11,-6,-6,-6,6,-6
"6492",7,73,1,1,15,-6,-6,-6,7,-6
"6493",1,18,1,4,20,4,2,-1,2,2
"6494",2,31,2,1,15,5,2,-1,2,2
"6495",1,19,2,3,4,5,2,-1,1,2
"6496",7,70,1,1,3,5,2,-1,7,3
"6497",6,35,2,1,10,4,2,-1,4,3
"6498",1,74,2,1,5,5,2,-1,2,3
"6499",7,37,1,1,3,4,1,-1,7,4
"6500",2,37,2,3,6,-1,1,-1,4,2
"6501",3,73,1,1,-9,-1,2,-1,3,2
"6502",4,57,1,1,19,5,1,-1,4,5
"6503",4,21,2,3,18,5,2,-1,4,1
"6504",5,29,1,3,6,4,1,-1,4,2
"6505",7,52,2,1,7,4,1,-1,6,3
"6506",6,33,1,1,18,5,2,-1,4,3
"6507",4,40,1,1,17,-1,2,-1,4,4
"6508",1,80,1,1,10,-1,2,-1,1,3
"6509",3,30,2,4,20,4,2,-1,1,2
"6510",1,29,2,1,15,4,1,-1,99,2
"6511",6,40,1,1,22,5,1,-1,4,3
"6512",1,74,2,1,19,5,2,-1,2,2
"6513",2,25,1,1,1,5,1,-1,2,2
"6514",7,64,1,1,20,-1,1,-1,6,2
"6515",2,50,2,1,21,4,2,-1,2,1
"6516",2,48,1,2,15,5,1,-1,4,2
"6517",5,25,2,2,1,-1,1,-1,99,3
"6518",4,80,2,1,2,5,1,-1,5,2
"6519",7,60,2,2,5,-6,-6,-6,4,-6
"6520",7,72,1,1,2,5,1,-1,4,4
"6521",1,69,1,2,-9,-5,-5,-5,2,-5
"6522",4,19,2,5,1,-1,1,-1,5,1
"6523",1,80,2,1,5,-1,2,-1,3,2
"6524",3,49,1,2,19,-1,1,-1,99,2
"6525",7,54,1,4,21,5,2,-1,6,2
"6526",2,46,2,1,7,5,2,-1,3,4
"6527",1,80,2,1,14,5,1,-1,4,2
"6528",4,29,2,1,17,-1,1,-1,99,5
"6529",4,27,-9,1,3,-1,1,-1,4,3
"6530",4,23,2,3,1,-1,1,-1,99,4
"6531",7,-9,1,4,13,4,1,-1,6,1
"6532",4,-9,2,1,15,-1,2,-1,6,3
"6533",7,77,2,1,9,4,1,-1,6,2
"6534",5,68,1,1,3,4,2,-1,4,3
"6535",5,77,2,1,15,4,1,-1,6,1
"6536",7,80,2,1,13,5,1,-1,6,4
"6537",7,68,2,1,11,3,1,-1,6,4
"6538",2,73,1,1,21,-1,2,-1,2,2
"6539",3,36,2,3,15,5,2,-1,2,2
"6540",5,26,1,1,9,5,2,-1,5,2
"6541",6,46,2,5,18,5,1,-1,5,2
"6542",5,55,2,1,13,5,1,-1,5,3
"6543",5,35,1,1,15,4,1,-1,4,4
"6544",3,41,2,1,18,-1,1,-1,3,2
"6545",1,26,2,2,7,4,1,-1,3,3
"6546",3,-9,2,1,22,5,2,-1,4,1
"6547",6,65,1,-9,14,-6,-6,-6,-9,-6
"6548",7,80,2,1,5,-6,-6,-6,7,-6
"6549",3,59,1,4,10,5,2,-1,1,2
"6550",4,58,1,1,22,5,2,-1,5,1
"6551",5,45,1,1,16,5,1,-1,5,1
"6552",1,-9,-9,1,10,2,2,-1,4,2
"6553",1,53,1,2,10,-1,1,-1,99,1
"6554",4,-9,1,1,22,-1,2,-1,3,2
"6555",1,41,2,1,17,5,2,-1,2,2
"6556",1,34,1,1,6,-1,2,-1,1,1
"6557",1,36,2,3,22,4,2,-1,3,2
"6558",7,-9,2,1,17,-1,2,-1,6,4
"6559",6,69,2,1,12,5,2,-1,6,2
"6560",1,29,2,3,9,4,2,-1,4,3
"6561",5,30,1,1,18,-1,2,-1,2,2
"6562",5,66,1,1,3,5,2,-1,5,4
"6563",1,75,1,1,10,5,2,-1,2,3
"6564",1,69,1,2,16,-1,2,-1,99,3
"6565",5,73,1,1,8,-1,1,-1,7,4
"6566",1,52,2,2,1,5,2,-1,99,3
"6567",6,32,2,1,1,3,1,-1,4,1
"6568",7,76,1,1,10,-1,1,-1,7,3
"6569",7,55,2,1,14,4,2,-1,5,3
"6570",7,80,2,5,1,-6,-6,-6,6,-6
"6571",7,28,2,1,3,4,1,-1,6,3
"6572",1,49,1,3,-9,-1,2,-1,2,1
"6573",7,52,1,1,19,1,1,-1,7,4
"6574",6,68,2,1,7,5,2,-1,4,2
"6575",6,19,2,1,18,-1,1,-1,99,1
"6576",4,80,1,6,6,-1,1,-1,99,2
"6577",1,51,1,4,16,5,2,-1,2,4
"6578",7,77,2,1,9,5,1,-1,6,2
"6579",4,64,1,1,1,-6,-6,-6,2,-6
"6580",7,65,1,1,3,4,1,-1,6,3
"6581",7,33,2,1,1,3,2,-1,4,4
"6582",1,30,2,1,20,5,2,-1,2,2
"6583",7,38,2,1,11,5,1,-1,6,4
"6584",1,66,1,1,8,5,1,-1,2,2
"6585",6,20,2,1,22,5,2,-1,6,1
"6586",7,80,2,1,9,4,1,-1,6,3
"6587",7,72,2,1,15,5,1,-1,6,2
"6588",3,67,2,1,17,4,1,-1,3,2
"6589",7,48,2,1,21,-1,1,-1,6,3
"6590",2,21,1,6,22,5,2,-1,2,2
"6591",5,78,1,5,16,-1,1,-1,4,3
"6592",6,34,2,1,1,4,2,-1,4,3
"6593",7,80,2,1,5,5,2,-1,6,5
"6594",2,34,2,6,5,-6,-6,-6,4,-6
"6595",7,41,2,1,17,5,1,-1,6,4
"6596",3,73,2,1,6,4,1,-1,1,2
"6597",6,38,1,3,9,5,2,-1,4,2
"6598",5,69,2,1,13,5,2,-1,4,2
"6599",7,76,1,1,6,-1,1,-1,6,5
"6600",5,53,1,1,13,5,2,-1,5,3
"6601",7,49,1,1,21,5,1,-1,6,2
"6602",3,40,1,1,21,-6,-6,-6,3,-6
"6603",1,80,2,1,3,5,2,-1,3,2
"6604",4,28,1,1,7,2,2,-1,1,1
"6605",7,57,1,1,11,4,1,-1,5,4
"6606",1,71,2,1,4,4,2,-1,3,2
"6607",2,38,1,1,11,-1,2,-1,1,1
"6608",1,79,2,6,1,-6,-6,-6,5,-6
"6609",2,36,1,1,9,5,2,-1,2,3
"6610",2,21,1,1,4,-6,-6,-6,4,-6
"6611",3,42,2,1,20,4,2,-1,2,3
"6612",5,61,1,1,18,-1,1,-1,5,4
"6613",1,53,1,2,15,4,2,-1,4,1
"6614",4,-9,1,3,7,5,2,-1,4,3
"6615",1,79,1,1,4,5,2,-1,99,2
"6616",7,63,2,1,10,4,2,-1,6,3
"6617",3,37,1,1,17,-1,2,-1,2,4
"6618",7,64,2,5,10,-6,-6,-6,5,-6
"6619",2,63,1,2,5,-1,2,-1,2,2
"6620",4,56,2,6,20,3,2,-1,4,3
"6621",4,40,2,6,-5,-6,-6,-6,5,-6
"6622",6,56,2,1,11,5,2,-1,5,4
"6623",1,77,2,1,-9,-1,2,-1,1,1
"6624",7,26,2,1,8,4,2,-1,7,4
"6625",7,80,1,1,6,5,1,-1,6,4
"6626",3,43,2,1,17,-6,-6,-6,3,-6
"6627",4,28,1,6,5,-6,-6,-6,4,-6
"6628",4,33,1,1,19,4,2,-1,3,4
"6629",5,67,2,1,19,5,1,-1,6,2
"6630",1,61,2,2,2,-1,2,-1,5,1
"6631",3,48,1,3,22,5,2,-1,4,3
"6632",7,62,2,1,17,-6,-6,-6,6,-6
"6633",5,55,1,1,20,5,2,-1,6,3
"6634",7,67,1,1,6,-7,-7,-7,7,-7
"6635",2,36,2,1,1,3,1,-1,3,1
"6636",7,78,2,1,11,5,1,-1,4,3
"6637",1,36,1,1,12,-1,2,-1,4,2
"6638",3,64,1,1,14,5,2,-1,4,2
"6639",5,45,2,1,18,4,1,-1,4,4
"6640",2,38,2,2,8,4,1,-1,2,4
"6641",2,24,1,6,15,3,2,-1,99,3
"6642",7,65,1,1,6,-1,1,-1,99,3
"6643",6,-9,2,1,22,-6,-6,-6,5,-6
"6644",1,37,2,1,16,5,1,-1,99,4
"6645",6,58,1,1,18,-1,2,-1,99,4
"6646",1,62,2,1,17,-1,2,-1,99,3
"6647",1,44,1,1,6,5,2,-1,2,1
"6648",5,54,1,1,9,5,1,-1,5,4
"6649",3,42,2,2,10,5,2,-1,4,3
"6650",4,37,2,1,1,-1,2,-1,99,3
"6651",2,-9,2,3,1,1,1,-1,4,2
"6652",3,32,1,1,20,-1,1,-1,3,3
"6653",5,67,1,1,6,4,1,-1,6,2
"6654",1,19,2,3,1,-1,2,-1,2,4
"6655",3,33,2,3,1,4,2,-1,3,3
"6656",1,63,1,1,-9,-6,-6,-6,4,-6
"6657",7,55,1,1,22,4,1,-1,6,2
"6658",7,-9,-9,-9,8,3,1,-1,6,5
"6659",2,80,1,1,8,-6,-6,-6,99,-6
"6660",7,27,2,1,21,5,2,-1,6,1
"6661",3,38,1,3,3,5,2,-1,99,2
"6662",6,46,2,1,16,-1,2,-1,5,5
"6663",1,48,2,1,-9,5,1,-1,-9,1
"6664",6,60,1,1,22,-6,-6,-6,4,-6
"6665",1,37,1,5,6,-1,2,-1,4,1
"6666",1,49,2,2,13,5,1,-1,99,1
"6667",1,80,1,1,5,2,2,-1,4,3
"6668",2,39,2,3,10,-7,-7,-7,2,-7
"6669",2,27,2,2,16,-1,2,-1,99,4
"6670",5,61,2,1,7,5,1,-1,6,3
"6671",1,37,2,2,1,5,1,-1,99,1
"6672",7,69,1,1,19,-1,1,-1,6,5
"6673",5,19,2,4,21,5,2,-1,4,3
"6674",6,55,1,1,21,-1,2,-1,6,4
"6675",1,72,2,1,14,-1,2,-1,3,2
"6676",3,20,2,1,6,5,2,-1,2,2
"6677",6,65,2,1,13,5,2,-1,7,2
"6678",2,69,2,1,20,4,2,-1,4,2
"6679",1,79,2,1,14,5,2,-1,4,3
"6680",2,27,2,1,2,4,2,-1,2,2
"6681",1,53,2,2,6,5,2,-1,6,2
"6682",7,35,2,1,-9,4,2,-1,99,5
"6683",1,59,2,3,3,4,1,-1,99,1
"6684",3,47,2,1,12,4,1,-1,2,1
"6685",2,39,2,4,12,5,2,-1,4,3
"6686",7,64,1,1,15,4,1,-1,6,2
"6687",6,76,1,1,10,4,1,-1,5,4
"6688",1,61,1,2,1,5,1,-1,4,2
"6689",7,70,2,1,14,4,2,-1,6,4
"6690",-9,80,1,1,1,2,1,-1,4,2
"6691",4,67,1,5,8,4,1,-1,4,2
"6692",3,24,2,1,1,5,2,-1,3,2
"6693",7,51,1,1,20,-6,-6,-6,6,-6
"6694",7,34,1,1,19,4,1,-1,7,5
"6695",3,43,2,1,8,-1,2,-1,4,3
"6696",1,51,2,2,1,5,1,-1,4,2
"6697",5,63,1,3,1,-1,1,-1,2,3
"6698",3,37,2,1,9,-6,-6,-6,4,-6
"6699",4,75,1,1,4,5,2,-1,5,4
"6700",7,71,1,1,5,-1,1,-1,6,3
"6701",2,27,2,4,22,-6,-6,-6,2,-6
"6702",1,80,1,1,9,5,2,-1,2,3
"6703",3,52,1,1,22,5,2,-1,4,3
"6704",3,68,2,1,18,5,2,-1,2,3
"6705",3,19,1,3,10,5,1,-1,3,3
"6706",2,57,1,1,20,4,2,-1,2,2
"6707",2,58,1,1,22,5,1,-1,4,2
"6708",4,40,1,1,12,-1,2,-1,3,5
"6709",6,30,1,1,17,-5,-5,-5,5,5
"6710",6,59,1,1,20,5,1,-1,99,4
"6711",2,71,2,1,5,-1,2,-1,4,2
"6712",7,73,1,1,11,-1,1,-1,99,5
"6713",1,-9,2,-9,6,5,1,-1,4,5
"6714",4,73,2,1,1,-6,-6,-6,4,-6
"6715",1,68,2,1,8,4,2,-1,1,2
"6716",6,47,1,1,10,5,1,-1,7,5
"6717",6,63,1,1,5,5,1,-1,99,3
"6718",4,48,2,1,-5,5,2,-1,5,3
"6719",6,59,2,3,12,5,1,-1,5,2
"6720",4,35,-9,2,-9,-1,-9,-1,99,-9
"6721",1,73,1,1,14,-1,2,-1,2,2
"6722",5,56,1,1,17,5,2,-1,6,2
"6723",1,70,1,1,-9,5,2,-1,2,2
"6724",2,80,1,1,15,5,2,-1,3,3
"6725",7,34,1,3,1,3,2,-1,3,5
"6726",6,72,1,1,-9,5,2,-1,5,3
"6727",1,59,2,1,4,5,1,-1,99,3
"6728",1,61,2,1,16,-1,1,-1,2,4
"6729",2,69,1,1,1,4,1,-1,4,4
"6730",3,-9,2,4,17,-6,-6,-6,4,-6
"6731",1,74,1,1,1,5,2,-1,1,1
"6732",7,50,1,1,-5,-6,-6,-6,7,-6
"6733",3,31,2,1,2,4,1,-1,1,1
"6734",7,62,2,1,18,-6,-6,-6,6,-6
"6735",3,60,1,1,20,-7,-7,-7,4,-7
"6736",4,63,2,5,5,-6,-6,-6,3,-6
"6737",1,56,2,1,10,-1,2,-1,2,2
"6738",6,32,2,1,21,5,2,-1,5,2
"6739",1,65,2,2,7,5,1,-1,3,3
"6740",7,59,1,1,8,5,1,-1,6,2
"6741",3,77,2,1,21,5,2,-1,3,1
"6742",7,69,2,3,3,-1,1,-1,6,2
"6743",6,26,2,1,8,5,1,-1,5,3
"6744",6,-9,1,1,18,5,1,-1,99,3
"6745",2,38,2,3,3,5,1,-1,3,2
"6746",1,30,2,1,11,5,2,-1,2,1
"6747",3,60,2,2,2,5,1,-1,5,2
"6748",2,36,1,4,4,5,1,-1,4,4
"6749",6,68,1,1,2,4,1,-1,6,2
"6750",5,26,1,1,9,-1,1,-1,5,3
"6751",7,80,1,1,18,-1,2,-1,6,3
"6752",1,32,2,1,21,-1,2,-1,3,1
"6753",2,-9,1,3,22,3,1,-1,4,3
"6754",1,80,2,1,8,-6,-6,-6,2,-6
"6755",2,31,2,6,1,-1,1,-1,99,1
"6756",7,37,1,3,20,5,1,-1,6,3
"6757",1,26,1,2,22,5,2,-1,5,5
"6758",1,20,1,1,3,1,2,-1,4,4
"6759",7,72,2,1,22,5,1,-1,5,3
"6760",7,65,1,1,11,5,1,-1,6,3
"6761",5,47,2,1,14,5,1,-1,6,3
"6762",1,18,2,3,1,-1,1,-1,99,3
"6763",3,27,2,1,2,4,1,-1,4,1
"6764",7,48,2,1,9,5,1,-1,4,3
"6765",2,74,1,1,9,-7,-7,-7,4,-7
"6766",7,69,2,1,16,4,1,-1,6,3
"6767",3,52,1,1,1,5,1,-1,99,1
"6768",7,63,2,1,18,-7,-7,-7,6,-7
"6769",6,58,1,1,6,-1,2,-1,5,3
"6770",5,55,1,1,21,5,1,-1,4,3
"6771",2,80,2,1,5,-1,2,-1,2,1
"6772",2,46,2,1,21,5,1,-1,3,3
"6773",7,77,2,5,8,4,1,-1,7,1
"6774",3,-9,1,3,15,-1,1,-1,4,4
"6775",7,56,2,1,3,4,1,-1,5,2
"6776",2,42,2,6,13,4,2,-1,1,2
"6777",7,63,1,1,1,5,1,-1,99,3
"6778",7,24,1,1,20,5,2,-1,6,4
"6779",7,42,2,1,9,4,1,-1,4,1
"6780",1,67,2,1,22,-1,2,-1,3,2
"6781",2,78,2,1,20,5,2,-1,3,2
"6782",1,65,1,1,17,2,2,-1,1,2
"6783",3,25,1,1,13,5,2,-1,5,3
"6784",1,24,2,1,22,5,2,-1,3,-9
"6785",7,40,2,1,18,5,2,-1,6,3
"6786",6,60,1,3,10,-1,2,-1,6,3
"6787",7,48,2,1,17,5,2,-1,6,3
"6788",1,32,2,2,5,-1,-9,-1,99,3
"6789",6,49,2,1,1,5,1,-1,3,3
"6790",1,71,1,1,5,4,2,-1,3,3
"6791",2,72,1,1,15,-6,-6,-6,99,-6
"6792",1,80,2,6,5,-1,2,-1,4,1
"6793",7,-9,2,1,22,5,2,-1,6,3
"6794",3,70,2,1,3,5,2,-1,3,1
"6795",5,33,1,1,10,5,1,-1,4,4
"6796",4,34,2,3,6,4,2,-1,2,2
"6797",1,80,2,2,6,4,2,-1,4,3
"6798",1,54,2,5,2,-6,-6,-6,99,-6
"6799",7,53,2,1,17,4,1,-1,6,3
"6800",4,59,2,3,8,5,2,-1,3,2
"6801",4,38,1,1,18,-1,1,-1,4,3
"6802",2,27,1,4,14,5,2,-1,5,3
"6803",7,51,2,1,-9,5,1,-1,6,2
"6804",4,53,1,1,-5,-6,-6,-6,3,-6
"6805",3,31,1,1,17,5,2,-1,2,1
"6806",6,31,1,1,5,5,2,-1,4,4
"6807",7,75,1,1,17,-1,1,-1,6,3
"6808",3,72,1,1,12,-1,2,-1,4,2
"6809",1,34,2,6,17,3,2,-1,2,2
"6810",4,40,2,2,22,-6,-6,-6,4,-6
"6811",7,64,1,1,20,5,1,-1,6,4
"6812",4,21,2,1,8,4,2,-1,4,2
"6813",6,-9,1,1,3,5,2,-1,5,4
"6814",1,53,1,2,15,5,1,-1,99,1
"6815",-9,61,1,3,10,5,1,-1,4,4
"6816",7,80,2,1,7,5,1,-1,7,3
"6817",3,65,2,2,22,-1,2,-1,4,3
"6818",2,25,2,1,17,-7,-7,-7,3,-7
"6819",3,64,2,1,16,5,2,-1,2,1
"6820",6,-9,2,1,13,5,1,-1,4,3
"6821",6,70,2,1,11,4,1,-1,99,3
"6822",7,58,2,1,21,-1,1,-1,6,4
"6823",1,67,2,1,9,4,2,-1,4,2
"6824",7,58,1,1,18,-6,-6,-6,6,-6
"6825",1,65,2,1,14,4,2,-1,1,2
"6826",7,76,2,1,5,-6,-6,-6,99,-6
